x1,x2,r
25390,3292,14400
34979,19811,25315
22610,47358,51871
28098,26045,4266
11822,27584,21386
27910,1280,8804
48258,36192,11249
58112,35846,2400
1803,38710,22559
35324,527,21100
12101,52996,2770
23979,1282,28503
1770,47021,3724
17754,17629,33498
14970,43360,4019
27556,14324,50880
36280,32545,18851
15399,5383,8452
16539,4480,53098
1537,46620,8605
52694,51218,55975
53484,59762,13954
3926,43459,30340
7245,24081,6034
36516,41009,48985
50586,31352,51609
8091,27771,38411
12815,27144,46940
192,57757,17456
37951,26952,1681
33087,44671,17465
9543,46414,24606
46886,12665,9978
38159,43904,7127
29735,43016,34032
49434,12805,53144
10930,21919,16873
9607,27641,49407
4432,14525,13958
37907,39904,21501
23385,39652,49498
54008,21864,43582
47250,38331,41718
13294,18762,8854
54062,28944,31252
57247,49549,44886
10358,19271,813
56528,18623,52307
51130,40457,4210
8722,36328,25054
32410,53910,19558
6399,33663,10011
54807,54606,58396
31530,13633,24732
7315,14164,59710
40973,43354,37270
32702,145,34810
27627,57518,19205
43835,57051,29544
38589,19873,49240
27548,21140,12680
26513,38726,56067
3770,33230,26819
17916,21199,6788
12698,44134,55582
30355,48945,27147
28084,33267,49784
11450,19141,57011
36562,38206,32380
8688,34735,30355
8061,32616,47394
468,15463,17036
5649,46353,59356
58873,3167,29658
17497,54476,39565
53505,33600,28943
30937,36910,35482
16508,30054,13509
44431,12031,8716
55977,7362,3352
39701,58985,16654
25352,24780,56999
21575,35704,21987
28121,31713,34270
7520,24632,5300
6927,8241,51243
54257,3090,14097
57811,7189,25720
53350,22661,32142
6095,54588,17534
10736,12568,5519
48774,41054,4274
51026,1032,53754
31141,38889,50898
3749,51711,48550
23228,18808,42251
56358,22154,28690
15424,23082,4195
14322,50545,1714
10601,19018,19498
59277,3844,51797
42639,21883,42078
7538,11603,35254
18483,15997,59349
59670,12673,14644
12570,659,54575
48441,12367,18675
8706,21697,35855
53992,35894,39839
2786,7099,48776
44415,32608,36591
50686,24494,35128
28193,16367,48279
18317,11537,28235
30389,7957,57774
10242,23218,46166
9382,34367,20065
34507,16876,47636
43295,50014,16593
13341,10029,19332
39295,27934,44602
48238,35041,50228
20696,39483,29836
6975,38009,26914
6627,59524,51990
20320,27583,6311
50699,21697,26534
38431,26348,6505
5301,32014,12932
45845,59002,31750
14235,3404,7298
6032,36204,28486
24112,36954,12526
59488,56377,19531
37061,52636,51291
15974,51052,58891
53138,32619,25812
54358,8846,23496
43585,30281,23241
34863,23905,23699
41923,620,31388
27303,19670,24825
26722,36224,57780
55115,27861,6282
46978,36008,38206
28517,23455,43611
20872,35053,14845
38771,8320,28677
48887,59750,10344
43527,14830,13824
6396,35191,44066
44503,9392,24346
2152,36959,58464
21065,32784,41100
4233,21004,57261
52350,49968,8095
54265,37631,24238
4031,39089,7888
17630,19147,6068
29674,49587,4541
52139,51353,13836
1314,17306,52014
55829,47152,7392
24829,2845,5736
15186,21585,27809
20574,23015,32829
6728,52514,35347
49764,15174,40999
53222,43782,12373
59313,11733,43703
25277,20168,45750
57678,27415,37668
5161,16190,17539
3405,4928,52732
27018,13293,25694
10148,25887,42600
18809,30683,44286
16642,8172,38716
39169,57374,51734
37807,33337,37652
31932,31255,14093
50259,46392,58405
27314,46688,39856
40535,25478,1164
34448,52791,2618
24458,29328,23598
9525,9230,2293
2310,7902,52781
15593,42746,28285
472,40720,8533
17476,11826,1190
35608,57060,8503
22738,12484,37710
2756,17041,26925
20119,31826,22217
45194,50411,11973
20372,4006,49372
29353,6836,6876
51414,35664,18030
27477,45609,35741
30402,5921,51274
29549,25287,56723
59886,39946,6117
45675,1890,29631
16387,24804,1569
39326,22546,30893
4854,4878,7804
24230,55749,46149
35784,45011,14863
51945,56781,3273
43415,14573,9727
55352,15094,11996
47052,49262,44023
26093,33731,51404
12029,30115,53701
17115,27535,4021
40946,48064,52225
47646,53957,36754
13638,40743,22300
41432,11885,44151
22763,25200,25347
48284,34547,28454
53210,2958,14359
45058,54804,41627
7457,20671,52174
15684,17132,57820
48402,14855,25173
46955,49986,32984
44548,11862,3955
20156,59924,53393
45679,31549,13797
45764,763,13432
14952,45713,58864
57387,32197,4262
4969,36003,22059
8524,25735,1830
31927,21820,3349
37448,54010,4321
24270,39622,12302
26351,13299,21051
8459,45201,51787
34723,24167,51974
10091,25093,13653
35918,15989,13855
31623,35808,10564
28832,41089,48559
45298,15139,24965
37712,18900,11156
23018,5740,1482
35641,53047,45762
41531,56244,29687
39116,41008,19424
42312,84,47173
942,42110,44277
51180,35156,3139
31528,48079,14135
19032,6986,52599
40415,47509,1526
54731,27668,24903
51607,51500,27681
52852,28684,46092
1264,308,32910
12436,17999,39930
8009,44852,384
29534,41815,22592
36705,47777,45452
59780,6164,36763
27999,46659,48311
54008,58798,58170
22873,50496,22029
25515,10727,6410
57513,3862,18986
16044,48125,15709
45419,39512,31951
10565,19339,26530
42641,15928,14901
56728,30411,25413
48618,6800,2644
43821,30085,6061
22140,7125,49008
21455,8273,36530
37937,25149,34748
31791,25534,26280
32591,27863,48465
26147,54421,12157
58367,3399,33726
1897,20758,21922
22913,25196,59013
40740,53270,3929
44311,2080,54523
22466,18342,54709
21329,7720,20177
12995,2952,12643
14287,43106,56664
31946,39627,57903
34785,42952,14706
59727,15935,27547
160,51860,21336
9684,26285,2789
32125,27280,1884
21524,56035,36320
54787,31096,56304
30457,42837,32736
20164,15738,2589
51720,31039,28080
45381,11331,5318
19635,15276,4922
2547,11276,23886
44679,14965,58526
12764,56251,57159
2251,17125,16692
26976,47116,9071
9978,49196,59578
1739,40738,39600
17119,53093,21497
5977,37652,54811
15698,56689,7729
7987,38019,40945
10774,12952,39503
25121,41404,15414
8650,53832,35683
30674,34733,59290
1055,45397,26252
42631,10675,9140
16486,40793,22168
18405,44942,31295
21650,45018,9974
58641,20036,8503
26697,52761,4128
6966,59596,25608
53844,5188,33418
49161,33070,3430
5464,10809,43853
34100,10061,35748
20820,51833,38031
45153,19780,37788
1386,59912,36941
53059,16590,56440
41414,51065,12350
45595,47793,10590
34358,43154,5601
34676,36987,23228
26213,12741,57330
47142,59273,7846
17958,42404,8497
42587,3436,19954
6532,26917,34292
52006,765,46919
58816,38591,9619
31440,3565,26501
30874,4918,56414
50433,45988,52176
41337,55082,57282
29527,48166,19854
59500,17795,43375
174,58871,34069
28163,58175,19295
30733,42105,39693
8918,12801,3392
26323,25389,38731
2532,25841,47059
45021,9158,56644
28969,58894,37990
8322,51636,21245
31017,37122,12010
28043,40583,15857
27574,52082,57927
53883,1554,41548
26429,54738,1158
39508,32300,6945
40845,40182,19462
56172,4012,9254
49525,35241,31466
58320,29987,57697
47453,18667,45042
42178,40089,275
31600,18969,49101
27342,19482,16463
54258,37589,22746
19164,25710,20050
57077,20917,32997
20987,25085,52084
23955,5675,6446
10697,22521,56656
21262,10962,33791
29752,50960,20238
2929,13958,22479
13265,40118,50681
17436,39843,613
34721,23552,36733
23615,3946,9216
55473,34946,45515
15006,26142,6251
17220,41911,6662
21822,5707,12257
31230,8809,17427
31141,6803,47933
22647,39569,29035
26017,55123,20827
28608,9716,38310
48320,42460,22366
21655,53592,9766
30182,50406,1736
19593,52867,20844
58795,41182,55706
49739,3684,44136
8439,26085,32874
31139,50211,56100
33841,53265,27017
1646,15803,46366
24336,50278,16167
29218,15596,26431
54258,43972,5684
59995,14954,56492
45349,7669,26323
34896,31935,26306
37514,30147,20809
58694,11111,33904
34945,9497,18473
52180,53213,58355
51740,1115,33513
45810,56223,44208
47840,44816,12016
38610,1835,51020
24754,20357,15366
40543,17300,9145
55457,8468,39649
52752,56796,49193
47102,20084,13727
17107,14256,21647
9409,10609,54258
40605,47820,3604
46908,6917,14628
49694,54681,8572
21787,27993,14657
3692,49645,32916
52309,19611,24127
42024,37579,15728
21390,58014,18917
28367,8150,31734
47662,20070,12035
45078,48645,46088
39162,13726,21835
8080,39637,15599
25286,45355,20618
32059,57857,21506
59473,58362,47538
39545,22819,1275
16610,10134,17872
39290,51779,53361
58435,7702,31856
16235,20358,52436
10985,38659,22790
21235,19324,48134
25801,56101,48089
35743,26278,10157
11640,49801,43311
5553,766,35042
55719,50997,56393
54363,40864,59311
13337,4473,35941
24690,42406,21609
5672,18286,16333
42237,10922,42115
49104,39615,22495
3259,7190,57628
17091,13396,21360
29689,19358,6500
51796,42748,18688
26373,7649,5631
39367,39353,33048
59261,27640,44365
7283,13575,24718
6789,48765,23377
50684,14232,40443
36424,28548,39074
16774,13474,29138
6971,33173,30711
3375,5411,56920
32537,24979,11220
19709,55216,16117
56971,44426,32154
16582,24491,37010
33653,43761,56642
36292,11564,23818
9262,33903,24704
38315,24475,7964
179,54676,38095
11517,41539,35653
45011,53816,32763
18621,36413,17481
3077,58087,4518
25016,41375,29105
27705,49674,51
18949,45211,16293
4434,39995,28555
43205,14717,22367
19286,29813,29703
6860,3060,9681
4642,4085,45138
5360,32158,26997
33387,37175,34137
52811,37073,4913
19546,36145,40562
55150,49242,43758
44843,6102,30922
46911,25256,44676
38367,6724,58984
44730,32321,26666
8161,19406,56470
51882,45040,18322
49650,27991,24951
20046,57840,5066
5654,13763,26124
3553,32031,38811
40402,42349,44901
3593,43671,10511
4242,52830,11891
29028,43922,13836
22530,6361,6744
42945,50748,15028
32615,31801,52058
11323,49039,15566
32317,57318,48553
2378,47851,57183
59242,40868,6209
48783,56029,22379
43350,63,36752
2376,45335,15966
40266,35059,7119
29570,30093,42054
26389,9678,27833
23472,36334,30908
8474,51253,12584
14886,5751,46397
17297,26189,49711
59519,16250,16133
28502,34573,20509
38379,27623,26424
4768,19708,34062
37343,11407,47520
11554,41228,14198
33618,26806,30533
19540,12687,54855
41786,32862,10618
47245,40756,43928
8685,1323,33531
20230,14366,17683
8271,55487,47026
12543,9867,26255
42138,33044,43996
58692,17891,16101
26066,38614,28982
58694,20818,57837
51730,46553,49995
41120,3068,56517
34203,14543,50380
16147,21381,17559
23329,41576,56246
15638,10794,850
56837,21992,2699
27469,21221,33772
27603,13564,37113
25515,33134,1545
49866,22386,33798
15721,59992,31535
24973,30756,31496
51033,52183,32917
41632,38936,5082
55026,51854,23437
49560,18707,19216
47242,7432,26793
44190,2660,44447
11363,59266,24785
55193,37650,4817
40974,58540,39987
37634,32178,45941
16798,25464,19231
49043,53532,42532
16995,50895,58427
38671,39419,315
6974,52050,36059
42821,30791,461
27527,12887,48850
44967,52102,5312
50926,5105,54807
8609,12431,36750
19702,8534,50248
37322,52381,14370
6416,53655,37474
1504,6013,42325
24858,16189,13817
54565,44155,41086
39625,50460,41553
11681,29849,30768
52703,8749,6400
16626,9325,7880
43799,21195,35146
34410,35287,50360
38907,52907,19639
14311,27007,53112
8371,15823,32839
17783,59585,941
39238,38963,53757
12068,16116,10913
46194,57437,40604
25235,52794,2618
10169,48381,19393
42556,37802,18674
16513,56109,31207
48556,29751,53498
15934,20984,27430
36302,29359,7965
48489,24364,51762
13100,17725,20838
34970,39854,58788
8558,47550,34246
44579,4718,34581
46950,19364,59007
13425,19412,26316
55866,53524,23096
49119,10963,6212
49747,58197,39581
15873,14063,24430
28802,23403,15038
41000,39475,15761
21110,57360,55418
49544,23970,502
51487,35802,39196
21007,23032,1765
43402,27076,14615
55863,34609,52131
46450,59789,38104
27150,44150,48635
36309,22639,57849
57494,11471,29499
7784,10637,21488
44965,48339,43158
50854,45963,53394
35917,58345,56540
16699,58562,57155
4786,46477,13538
51972,23788,57263
51049,9221,5514
56681,56798,14645
44143,33725,2108
22772,39859,22903
30238,51616,19637
5287,40494,46780
9361,25939,28192
43808,31795,32762
49213,20365,36862
13890,39402,57041
41505,2364,34323
19683,27216,52319
10585,8300,32124
28026,43760,55671
37525,46395,53620
26946,27096,28500
35056,22099,55050
18085,18907,12240
13846,25621,10471
52114,34601,54729
46040,19832,35091
23881,35763,1748
58291,6518,59698
37334,7554,23893
22774,30733,1413
36260,50408,1197
4664,8993,42836
46467,745,40635
21450,7379,56585
58539,42226,9651
59798,31255,1977
38381,24019,18345
36094,58197,47166
34164,40205,5273
7559,31493,26377
14550,38524,17586
48255,2523,16373
32384,44384,25388
15112,39185,15331
29356,7289,6085
31138,58835,52333
14438,46880,26221
1131,25189,13362
8798,45943,56965
34179,36012,18703
26827,22875,44089
17768,58143,12846
17290,14172,24857
58256,24099,23941
12121,40176,12380
48155,50224,54110
49227,30965,11699
10977,59155,4523
28706,36187,803
16760,56385,23465
16100,348,33331
36210,25519,28457
48063,59871,56539
2259,17490,32520
50599,15530,1552
3497,41664,32360
53959,6639,39958
10075,39855,24580
25938,9225,38699
23977,54769,47495
21025,28805,32128
5099,31155,35293
8447,33763,27491
46482,14342,50628
57314,49179,29602
24051,5554,55392
38007,55068,51786
16399,4190,2839
19523,59398,48327
12472,2519,30551
856,5039,54429
25794,56726,7242
14052,8782,31656
16675,6459,33033
2268,8328,21107
2143,48970,21114
6580,49902,14812
26929,40582,36417
59642,27533,22404
21155,43940,20346
32923,9262,31242
44593,40961,46854
23015,35806,34770
36747,52958,8259
217,26706,4806
42551,59796,2850
46219,50589,46539
20641,16763,37885
54571,920,8444
55472,8226,43624
23365,26772,18879
43100,21725,8838
54818,54694,4178
30743,22833,3408
4851,52020,47996
49160,3010,44139
46379,58496,51528
18745,7470,38968
52247,20203,39650
12185,11606,10534
38504,33519,41517
35864,25213,43405
38236,10880,1663
41643,15010,15833
13285,12949,33806
40615,49368,3737
45415,58425,6379
10985,46591,28508
52218,22918,45720
39136,4354,36790
8919,54730,50149
19572,48700,52568
25057,8780,9420
2596,32709,25447
38546,52246,42205
26252,58057,48914
40263,19088,48668
27966,40827,51843
26053,50180,26127
17006,22893,22746
6019,59190,55673
5743,37177,46206
25885,22099,16830
9476,10014,45643
27861,53496,49928
31212,49572,51073
57290,25508,34072
42052,50779,33926
57882,29212,34189
30387,38810,51847
24884,11278,15334
3686,13070,55523
21458,39264,30506
6975,17864,4729
9786,35734,27896
968,26762,11041
57862,40615,4578
33179,22139,31509
42087,46760,32228
39532,13933,51987
15198,15460,31862
25701,25585,30879
10789,56433,14222
35009,14843,56171
5807,14109,15406
28873,48444,32417
12069,10518,50147
11500,9695,9299
34108,20838,30119
55040,44149,24345
21201,5691,15025
5069,55905,1817
57326,52739,25682
23576,27026,10353
55851,40188,18484
17498,42760,55875
26168,49364,2816
9553,28512,4591
35431,56342,18582
15351,19391,615
58637,3280,1268
3713,51759,18071
42429,30386,13609
36880,36118,5431
17307,36833,11816
29318,23973,29689
30564,14670,46843
18484,32012,9440
40483,1426,2156
38155,7014,50122
42914,46442,7337
30337,12847,1245
50969,51857,34654
51737,1306,50375
18794,47995,2736
13502,17723,49904
40775,37845,22867
59217,13219,56189
48515,25286,21287
54552,37940,53468
31856,33844,24620
30515,34483,49958
2218,43672,14319
49395,51776,34270
1552,30534,11781
37738,19205,50401
59621,48380,7836
30094,7626,55680
45785,25922,19613
53153,59002,52250
16733,51129,2442
13289,27148,20482
51489,10892,11533
49210,3385,30962
30247,44473,38841
42815,36574,46005
47698,16000,46730
11019,18980,48320
38922,50129,4698
52185,40679,59315
54439,46479,13500
57816,15362,33190
23816,13681,55026
34057,10962,8788
40924,18739,47097
41735,27967,43598
28987,46379,42654
37211,37268,57540
25255,49730,16246
9419,46738,4557
15359,41172,49139
55105,50006,22195
16148,40761,41125
40755,11229,39126
29050,16657,16884
15086,4858,31754
26582,21120,50609
6782,47704,56498
12208,36327,24805
33902,25104,30482
31597,19286,52203
40941,5781,36141
55115,28334,4556
44465,24278,13578
4357,32233,34293
15377,54071,32933
50398,23428,9524
29268,40200,46115
18966,24027,55074
23004,18702,7906
49344,23064,1976
24,55708,2342
26472,40149,31244
24441,15556,15852
50984,35083,17700
54250,7317,11150
5640,11682,54002
41860,43990,44088
42571,12780,39329
54043,59513,11368
37775,19245,41222
10961,26294,14570
21700,58424,30140
13045,30096,23222
46117,57805,45117
54991,55930,13141
24579,37016,7169
6370,39248,48843
44136,4793,46985
8474,13298,28410
53095,15324,33602
9252,41358,42045
31781,44858,29315
25028,40360,8613
31031,22895,42049
26823,51373,25243
35683,50731,52915
57446,27585,51444
52638,34470,27858
3458,28312,38688
34130,53833,59733
16719,26965,21293
37546,20923,329
41151,53204,5244
42355,1944,5198
57748,44662,34657
21459,23927,39637
58195,30611,59094
26083,26473,10257
57227,44278,15778
30803,35254,22741
42216,41748,49873
4599,27410,21154
51371,27503,49557
7600,32720,12792
26650,44576,20367
26360,23704,48677
34112,46833,18691
15638,5747,21255
27864,26771,8175
10407,21307,6247
33789,55505,24662
2836,52092,18324
11799,25614,16545
22940,53412,51116
45838,10107,57240
3412,10453,44784
6461,51528,55092
49554,51020,27585
42912,44639,9675
12014,34662,11346
16491,33019,37788
1543,52002,26724
23156,25769,13292
5254,19009,25790
1004,52430,42574
24741,22040,59092
675,11916,38573
7870,52106,19894
23459,36027,17711
46855,34504,23756
29355,58137,26362
59032,50295,51373
3970,32548,26492
27805,45701,49417
24257,30306,54530
21463,15343,12999
48316,24237,29366
45104,53129,12343
10233,3362,5467
51474,33020,7700
31141,4458,24428
26954,35740,41618
51886,1376,33293
10262,20339,14617
840,3997,21642
2339,15512,34109
26851,3652,22163
30406,22690,4281
38132,29888,895
2171,44163,1386
11547,6888,21720
33736,17319,21373
45449,18774,59427
49586,58705,18441
30572,43065,37329
57986,27674,28125
1476,41778,51320
30506,12649,57646
52979,27320,53142
38831,58279,39396
29307,30897,2276
58587,33174,40250
55757,44261,177
47625,18451,14520
2223,51365,50828
23497,23440,48305
5385,28008,22989
47605,41587,12305
20988,6709,17375
32584,967,27534
33423,16058,53993
7930,44411,43174
17798,25482,58104
10639,3616,44265
21289,3763,3366
40352,22300,55299
43127,26526,45167
53902,46381,38969
25108,13124,59877
30834,30505,29561
40598,50067,9146
33706,36342,9565
17913,56721,48190
55,32166,20754
1806,30998,36766
813,5569,58990
13356,51889,22766
32450,45533,20467
11951,27959,27865
36374,45244,7489
21025,47025,58641
21710,12337,6176
37039,1590,59907
3512,40028,4714
31784,4424,24210
39646,42380,23799
26486,15369,25538
2007,13776,6784
